,track,artist,tempo,danceability,acousticness,energy,decade,genre
40566,Bigger > You,"2 Chainz, Drake & Quavo",0.584074425386148,0.888,0.247,0.515,10s,rap
40567,Sleepy Tea,Chon,0.7245250038314494,0.311,0.00995,0.833,10s,rock
40568,Grow Bad,Shatta Wale,0.6113750554006867,0.705,0.197,0.561,10s,rap
40569,Mi Gente,J Balvin & Willy William Featuring Beyonce,0.43475145284417804,0.774,0.0179,0.687,10s,pop
40570,Summer House,Gold Motel,0.6002866338335618,0.595,0.0298,0.837,10s,pop
40571,In My Head,Jason Derulo,0.4556690953223181,0.762,0.0266,0.748,10s,pop
40572,Far Away,Marsha Ambrosius,0.2919274468464065,0.433,0.221,0.668,10s,r&b
40573,Legends,Kelsea Ballerini,0.46408585760263105,0.577,0.0547,0.727,10s,r&b
40574,Sunny And 75,Joe Nichols,0.49723928540362766,0.531,0.184,0.893,10s,latin
40575,Gone,Gavin Luke,0.38570475886721645,0.173,0.954,0.0611,10s,rock
40576,London Thumakda,Labh Janjua,0.5797459231307704,0.835,0.363,0.718,10s,pop
40577,El Dorado,Thomas Bergersen,0.3893912344722748,0.465,0.0986,0.798,10s,r&b
40578,6 Inch,Beyonce Featuring The Weeknd,0.5716563873367492,0.516,0.0433,0.637,10s,r&b
40579,We Are Tonight,Billy Currington,0.5298211023804691,0.559,0.0323,0.812,10s,pop
40580,"Fifteen Pieces, Op. 180 : Andante presque adagio",Charles Koechlin,0.30523189588398786,0.169,0.993,0.00262,10s,rock
40581,I Luv This Sh*t,August Alsina Featuring Trinidad James,0.7656602726335106,0.365,0.00796,0.611,10s,rap
40582,Take A Walk,Passion Pit,0.41837770220732906,0.566,0.0338,0.755,10s,r&b
40583,Try Sleeping With A Broken Heart,Alicia Keys,0.45967865530624674,0.496,0.158,0.82,10s,r&b
40584,Him & I,G-Eazy & Halsey,0.3641243792016502,0.589,0.0534,0.731,10s,r&b
40585,Fuck Dat,DJ Nate,0.5128923093491506,0.783,0.107,0.485,10s,pop
40586,On The Beach - CRW Remix,York,0.5715072714695782,0.652,0.0137,0.937,10s,latin
40587,Hit 'Em up Style,Carolina Chocolate Drops,0.3955298376708101,0.577,0.778,0.806,10s,pop
40588,Bangarang,Skrillex Featuring Sirah,0.4557395111484821,0.716,0.0145,0.972,10s,latin
40589,Iron Man (Live),Eric Dolphy,0.39577836411609496,0.436,0.635,0.493,10s,r&b
40590,Atonal Jazz,Vitor Munhoz,0.5052749738011706,0.793,0.00147,0.621,10s,r&b
40591,Going Bad,Meek Mill Featuring Drake,0.3562336645638568,0.889,0.259,0.496,10s,pop
40592,Last Time That I Checc'd,Nipsey Hussle Featuring YG,0.39774172303384514,0.711,0.0289,0.746,10s,rap
40593,Deja Vu,3OH!3,0.5301524709741823,0.654,0.0816,0.817,10s,rap
40594,Como Una Novela,Los Acosta,0.4223085621502508,0.75,0.285,0.617,10s,pop
40595,Gun In Hand,Stutterfly,0.3476967811683228,0.411,0.000148,0.93,10s,latin
40596,Heartless,The Weeknd,0.7039677246989724,0.531,0.00632,0.75,10s,pop
40597,FCKD,Hyper,0.4138752314402522,0.327,0.00175,0.853,10s,rock
40598,House Party,Aaron Smith,0.5053205369828061,0.76,0.0294,0.772,10s,r&b
40599,Cool Yule,Kurt Elling,0.6073903480612867,0.624,0.389,0.266,10s,rap
40600,Red Solo Cup,Toby Keith,0.6800097753735145,0.535,0.287,0.56,10s,pop
40601,Na Na,Trey Songz,0.4016808671916097,0.67,0.328,0.476,10s,pop
40602,Last Christmas,Hawk Nelson,0.47209669335564547,0.676,0.25,0.767,10s,pop
40603,Fearless,Taylor Swift,0.41409476313358706,0.594,0.04,0.712,10s,r&b
40604,The Quack - Club Dub,What So Not,0.6217676029210142,0.778,0.0246,0.695,10s,rap
40605,Apparent Lushness,Earthen Sea,0.2951168695608952,0.243,0.952,0.0842,10s,rock
40606,Beautiful Monster,Ne-Yo,0.5302435973374534,0.708,0.209,0.771,10s,r&b
40607,Army of Cops,Pig Destroyer,0.6628490243265969,0.212,3.06e-06,0.994,10s,rock
40608,I Dream in Lines,Astronoid,0.6625839294516264,0.369,1.12e-05,0.955,10s,r&b
40609,Kill Em With Kindness,Selena Gomez,0.497102595858721,0.757,0.00795,0.884,10s,latin
40610,Today Was A Fairytale,Taylor Swift,0.6546476516321974,0.485,0.0284,0.717,10s,r&b
40611,The Ringer,Eminem,0.4910551190234568,0.939,0.0311,0.551,10s,rap
40612,Half Asleep - Alternate Version,School Of Seven Bells,0.5384905332134883,0.446,0.000288,0.811,10s,r&b
40613,Love Faces,Trey Songz,0.4961333427221102,0.654,0.0599,0.599,10s,r&b
40614,Metal Invasion - 2015 Remastered Version,Freedom Call,0.6947556777937478,0.155,6.8e-05,0.948,10s,rock
40615,Nowadays,Lil Skies Featuring Landon Cube,0.33133959896115944,0.745,0.157,0.646,10s,pop
40616,You & Me,Marc E. Bassy Featuring G-Eazy,0.34965185587123015,0.449,0.0413,0.635,10s,rap
40617,Do It Like You,Diggy Featuring Jeremih,0.6229688140732241,0.447,0.00404,0.811,10s,pop
40618,Misanthropic Nuclear Abominations,Blasfemia,0.6214983659386223,0.212,6.42e-05,0.996,10s,rap
40619,Cherry,Chromatics,0.44836241783094405,0.656,0.0338,0.784,10s,r&b
40620,"Reppin N.Y. (feat. Lil Fame, Kool G Rap)",Joell Ortiz,0.3868396963006838,0.671,0.286,0.73,10s,rap
40621,Devouring Entities Devour,Winterwolf,0.5609076185781802,0.206,7e-06,0.851,10s,rock
40622,Ain't My Fault,Zara Larsson,0.5846708888548315,0.576,0.00778,0.782,10s,pop
40623,Shelter Me,Project 86,0.3801916138893146,0.484,2.86e-05,0.876,10s,latin
40624,Old Records - Original Mix,Jamie Berry,0.4973718328411129,0.843,0.314,0.762,10s,pop
40625,Spirit Child,Willie Thrasher,0.6657940627032222,0.372,0.819,0.692,10s,r&b
40626,Stay,Florida Georgia Line,0.5879265852880629,0.494,0.0744,0.936,10s,latin
40627,Spiegel im Spiegel (1978),Arvo Pärt,0.32796378141270716,0.19,0.849,0.0226,10s,rock
40628,Miss Me,Drake Featuring Lil Wayne,0.4154533743678108,0.426,0.0813,0.862,10s,rap
40629,Ready to Die,The Unicorns,0.3160676488984065,0.591,0.218,0.539,10s,pop
40630,I Wanna Make You Close Your Eyes,Dierks Bentley,0.39755532819988154,0.599,0.104,0.61,10s,pop
40631,Combat Metal,Fireforce,0.7458609991591523,0.506,0.000596,0.957,10s,edm
40632,Individuation,Eluvium,0.4163977748598932,0.201,0.656,0.0419,10s,rock
40633,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,0.38531125866218213,0.581,0.0153,0.662,10s,rap
40634,Pretty Girls,Iyaz Featuring Travie McCoy,0.31827953426144157,0.647,0.0386,0.749,10s,pop
40635,Middle Of A Memory,Cole Swindell,0.5790169122246017,0.531,0.0972,0.746,10s,pop
40636,Beast,The Acacia Strain,0.4763962008590731,0.533,0.00214,0.899,10s,r&b
40637,Is Your Kettle On?,Thomas Schumacher,0.39357476296790284,0.763,0.0312,0.447,10s,r&b
40638,La Buena y la Mala,Banda Tierra Sagrada,0.5170675536299358,0.805,0.527,0.716,10s,pop
40639,Beyond,Leon Bridges,0.31485815353135366,0.58,0.229,0.687,10s,r&b
40640,Miami Disco,Perturbator,0.4970694589993497,0.611,0.063,0.942,10s,r&b
40641,I Get The Bag,Gucci Mane Featuring Migos,0.5796796494120279,0.89,0.0232,0.633,10s,pop
40642,Final Call,Shadows Fall,0.7249392145735908,0.445,2.33e-05,0.985,10s,edm
40643,Escape From Midwich Valley,Carpenter Brut,0.4058354009352878,0.308,0.00229,0.675,10s,rock
40644,Now That I've Found You,Liam Gallagher,0.5384698226763812,0.461,0.000162,0.892,10s,latin
40645,Little Drummer Boy,for KING & COUNTRY,0.43075431918251367,0.665,0.036,0.617,10s,pop
40646,Just Breathe,Pearl Jam,0.44659788006942175,0.473,0.721,0.348,10s,pop
40647,Play That Song,Train,0.40989880831569486,0.392,0.0231,0.825,10s,r&b
40648,Baggage Claim,Miranda Lambert,0.3355107011345232,0.701,0.0657,0.934,10s,latin
40649,Elégie,Nocturnal Depression,0.38169934099070923,0.29,3.61e-05,0.52,10s,rock
40650,En sup i från dunken,Rövballebandet,0.4347970160258136,0.727,0.00994,0.975,10s,latin
40651,Carry You,Novo Amor,0.3822792360297072,0.334,0.558,0.397,10s,rock
40652,Dancehall Landlord,Shatta Wale,0.4190901446838122,0.8,0.422,0.825,10s,rap
40653,Praise Your Name - Live,Corey Voss,0.44200428293907373,0.271,0.0636,0.644,10s,rock
40654,1999,Prince,0.49093499790823575,0.866,0.137,0.73,10s,r&b
40655,CCM,Julie Lamontagne Trio,0.5212262294810354,0.384,0.201,0.432,10s,r&b
40656,0 To 100 / The Catch Up,Drake,0.7315707285552743,0.559,0.737,0.716,10s,rap
40657,"Evening Song - Live At The Jazz Standard, New York / 2017",Jakob Bro,0.44072851385327827,0.508,0.934,0.142,10s,r&b
40658,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,0.7120986815672078,0.57,0.0125,0.58,10s,edm
40659,"Beware, the Sirens",Getter,0.5882538117743545,0.721,0.0116,0.899,10s,latin
40660,Gucci Gucci,Kreayshawn,0.321046462018946,0.712,0.165,0.924,10s,latin
40661,No,Meghan Trainor,0.47640862718133736,0.827,0.0224,0.658,10s,pop
40662,Hoyt's Office,Hildur Guðnadóttir,0.24178723651019166,0.145,0.853,0.126,10s,rock
40663,Beers Ago,Toby Keith,0.5966291529804534,0.565,0.0284,0.84,10s,pop
40664,Dangerous Woman,Ariana Grande,0.5548021522390162,0.407,0.086,0.826,10s,pop
40665,Let Me Love You,DJ Snake Featuring Justin Bieber,0.41416103685232974,0.649,0.0863,0.716,10s,pop
40666,Lust,Lil Skies,0.6630851244496175,0.718,0.138,0.767,10s,pop
40667,Just Fishin',Trace Adkins,0.3582922919522995,0.586,0.00764,0.674,10s,pop
40668,Just Hold On,Steve Aoki & Louis Tomlinson,0.4763423534625947,0.647,0.00377,0.932,10s,latin
40669,Perfect (Electro Swing Remix),11 Acorn Lane,0.5177012960654122,0.793,0.0304,0.868,10s,latin
40670,Kyoto,Kumbhaka,0.2716601152334284,0.151,0.98,0.0244,10s,rock
40671,Beyond,Leon Bridges,0.31485815353135366,0.58,0.229,0.687,10s,r&b
40672,FDB,Young Dro,0.5180740857333395,0.942,0.0378,0.773,10s,pop
40673,"Saturday Love - 12"""" Extended Version",Cherrelle,0.4802235081164595,0.865,0.0832,0.394,10s,r&b
40674,Soltera,"Lunay, Daddy Yankee & Bad Bunny",0.3811401564888184,0.795,0.361,0.783,10s,r&b
40675,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,0.6547180674583615,0.41,0.0581,0.747,10s,pop
40676,"After The Storm (feat. Tyler, The Creator & Bootsy Collins) - Pete Rock Remix",Kali Uchis,0.6587193432274473,0.695,0.0024,0.687,10s,pop
40677,Wild Ones,Flo Rida Featuring Sia,0.5263583005761672,0.608,0.0991,0.86,10s,latin
40678,Fade Away,Dayne S,0.5053329633050704,0.788,0.00738,0.592,10s,r&b
40679,"Satie: 3 Gymnopédies: No. 1, Lent et douloureux",Erik Satie,0.32909871884617453,0.455,0.996,0.0285,10s,pop
40680,Good Form,Nicki Minaj Featuring Lil Wayne,0.39974236091838805,0.88,0.113,0.775,10s,pop
40681,Noise,Kenny Chesney,0.4554868425957759,0.58,0.0095,0.799,10s,pop
40682,Mine Would Be You,Blake Shelton,0.579381417677686,0.572,0.146,0.529,10s,pop
40683,Dirty Blue Jeans,Jeremy Warmsley,0.35511943766749643,0.505,0.405,0.793,10s,pop
40684,Selenium Forest,Plini,0.6212374131710732,0.471,0.0653,0.717,10s,r&b
40685,I See You,Luke Bryan,0.5384822489986456,0.657,0.0838,0.821,10s,pop
40686,Getsomerest/sleepwell,"quickly, quickly",0.5468203112379516,0.637,0.605,0.394,10s,rap
40687,Love Don't Die,The Fray,0.4783678439916661,0.632,0.0095,0.805,10s,pop
40688,Basic Bitch,Kuselofte,0.41445926858667154,0.827,0.0393,0.665,10s,pop
40689,Adhān,Arve Henriksen,0.2855154645580579,0.191,0.977,0.0732,10s,rock
40690,Huncho Dreams,Quavo,0.6378306955012571,0.831,0.0894,0.528,10s,rap
40691,Safe & Sound,Taylor Swift Featuring The Civil Wars,0.597776516736185,0.472,0.883,0.3,10s,r&b
40692,Bus Stop,Graham Coxon,0.6129531983282455,0.531,0.0101,0.851,10s,r&b
40693,Forward!,Anaal Nathrakh,0.621465229079251,0.441,0.000562,0.997,10s,latin
40694,F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,0.5292122125895212,0.611,0.0171,0.464,10s,rap
40695,She's With Me,High Valley,0.4599437501812172,0.601,0.0188,0.941,10s,latin
40696,Fantasy Girl,Johnny O.,0.5269340535077437,0.655,0.00793,0.486,10s,r&b
40697,Sanctified,Rick Ross Featuring Kanye West & Big Sean,0.5220753615024252,0.739,0.0754,0.52,10s,r&b
40698,This Moment,Bela Nemeth,0.3355935432829515,0.253,0.995,0.00611,10s,rock
40699,Threw It Away,Graham Coxon,0.48087381898162146,0.598,0.379,0.666,10s,pop
40700,I Got The Boy,Jana Kramer,0.6212622658156016,0.625,0.26,0.569,10s,pop
40701,Drunk On You,Luke Bryan,0.5963433475683758,0.558,0.178,0.872,10s,latin
40702,Green Light,Lorde,0.5340916151319468,0.594,0.0209,0.721,10s,pop
40703,Long Daddy Green,Thad Jones,0.5025246144733517,0.463,0.814,0.338,10s,pop
40704,Dive In,Trey Songz,0.4965889745384657,0.587,0.0279,0.648,10s,r&b
40705,I Will Go Sailing No More - Instrumental,Fred Mollin,0.5949267468302523,0.578,0.986,0.411,10s,pop
40706,We Owned The Night,Lady Antebellum,0.41417346317459397,0.657,0.281,0.714,10s,pop
40707,JL,Dj Spinna,0.7536730137559388,0.8,0.0562,0.706,10s,edm
40708,Meaner Than The Sea,Graham Coxon,0.32210269941140657,0.453,0.867,0.279,10s,pop
40709,Loyalty.,Kendrick Lamar Featuring Rihanna,0.45846501783177246,0.658,0.0265,0.535,10s,pop
40710,She Will,Lil Wayne Featuring Drake,0.4147906371803846,0.364,0.000402,0.841,10s,r&b
40711,Percolator - Reworked '10,Cajmere,0.522013229891104,0.942,0.176,0.76,10s,r&b
40712,I Used to Love You (feat. Francci Richard) - Dub Mix,Jack Wins,0.5174279169755989,0.627,0.0843,0.932,10s,rap
40713,Dip,Tyga & Nicki Minaj,0.4101763295129296,0.885,0.0311,0.543,10s,pop
40714,Feeling Punk - Asle Remix,Todd Terry,0.5094667865116413,0.739,0.00126,0.772,10s,r&b
40715,Babylon,Oneohtrix Point Never,0.5255630159512557,0.567,0.925,0.186,10s,pop
40716,Thrash Destroy Your Mind and Soul,Ad Inferos,0.6005558708159537,0.224,0.000111,0.949,10s,rock
40717,A Year Without Rain,Selena Gomez & The Scene,0.4969120589173359,0.629,0.0102,0.806,10s,pop
40718,Go the Distance - Instrumental,Fred Mollin,0.3189961188453462,0.566,0.984,0.351,10s,pop
40719,Californication (Metal Version),Leo,0.4556276742481039,0.564,0.00117,0.929,10s,r&b
40720,J'Attendrai,The Music Tapes,0.43236559896944365,0.202,0.984,0.283,10s,rock
40721,Victims of Hate,Dangerous,0.8193212742779271,0.165,1.28e-05,0.982,10s,rap
40722,Structure Violence (Live),Sepultura,0.7172721737365537,0.318,0.0031,0.991,10s,rock
40723,Thriller / Heads Will Roll,Glee Cast,0.5094543601893772,0.633,0.00846,0.822,10s,pop
40724,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",0.4866520588344938,0.564,0.097,0.717,10s,rap
40725,Quickie,Miguel,0.2809964253612953,0.372,0.216,0.642,10s,pop
40726,Suit & Tie,Justin Timberlake Featuring JAY Z,0.42243282537289323,0.795,0.103,0.596,10s,r&b
40727,Grow - Kidnap Extended Dub,Kidnap,0.5012322769578706,0.684,0.0198,0.737,10s,r&b
40728,Waiting For The End,Linkin Park,0.7041789721774644,0.487,0.0415,0.961,10s,edm
40729,(R)Evolution,Hammerfall,0.5386355069732378,0.547,0.000134,0.916,10s,r&b
40730,Narcos,Migos,0.5177261487099406,0.936,0.0142,0.585,10s,r&b
40731,Assets,Tropkillaz,0.4143350053640291,0.719,0.00116,0.801,10s,pop
40732,Skylark,Chet Baker,0.40410400003313685,0.456,0.974,0.11,10s,r&b
40733,The Man Who Can't Be Moved,The Script,0.41402434730742305,0.609,0.425,0.629,10s,r&b
40734,Woman,Kesha Featuring The Dap-Kings Horns,0.47630507449580195,0.743,0.0438,0.765,10s,pop
40735,Little Bit Of Everything,Keith Urban,0.6626543452777904,0.619,0.239,0.882,10s,latin
40736,Lie,NF,0.39263450458324184,0.513,0.161,0.661,10s,rap
40737,Good Girl,Carrie Underwood,0.5339590676944616,0.617,0.0286,0.839,10s,pop
40738,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,0.4146249528835281,0.528,0.126,0.511,10s,pop
40739,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,0.48878524415652197,0.854,0.0242,0.766,10s,pop
40740,Bruises,Train Featuring Ashley Monroe,0.42648380643103595,0.63,0.0131,0.791,10s,pop
40741,idontwannabeyouanymore,Billie Eilish,0.7048334251500479,0.483,0.737,0.412,10s,edm
40742,Amen,Edens Edge,0.7416319074818886,0.509,0.345,0.688,10s,edm
40743,Resilience,Synthetic Breed,0.4140077788777374,0.346,2.79e-05,0.939,10s,rock
40744,Friends,Marshmello & Anne-Marie,0.393827431520609,0.626,0.205,0.88,10s,latin
40745,That's All She Wrote,T.I. Featuring Eminem,0.7042411037887857,0.496,0.0328,0.785,10s,rap
40746,Think A Little Less,Michael Ray,0.5880425642958625,0.521,0.124,0.805,10s,pop
40747,Callaita,Bad Bunny & Tainy,0.7297109223230596,0.61,0.6,0.624,10s,rap
40748,Purple Lamborghini,Skrillex & Rick Ross,0.6099998757367774,0.457,0.0019,0.899,10s,latin
40749,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",0.397149401672583,0.842,0.157,0.801,10s,rap
40750,Dead Set On Suicide,Cattle Decapitation,0.5314323821673992,0.323,5.71e-05,0.987,10s,rap
40751,What Is Jazz - Tape Five Remix,Club des Belugas,0.5383579857760031,0.788,0.0313,0.862,10s,r&b
40752,A.Y.D.,Cass McCombs,0.6973279265024459,0.321,0.00196,0.705,10s,rock
40753,In the Black,The Black,0.5921266822133765,0.319,2.91e-05,0.961,10s,rock
40754,Somewhere On A Beach,Dierks Bentley,0.5966374371952963,0.569,0.000547,0.638,10s,pop
40755,Where the Slime Live,Morbid Angel,0.35128384619526726,0.282,0.000161,0.882,10s,rock
40756,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",0.5799157495350484,0.859,0.000362,0.599,10s,r&b
40757,Fight Night,Migos,0.3726571204897628,0.874,0.182,0.706,10s,pop
40758,Frontbeast,Destruction,0.7370300261366979,0.44,3.67e-05,0.989,10s,edm
40759,Casterly Rock,Ramin Djawadi,0.46930491295361254,0.293,0.715,0.43,10s,rock
40760,"Lover, Lover",Jerrod Niemann,0.4658711059012604,0.879,0.184,0.567,10s,pop
40761,Summertime Magic,Childish Gambino,0.4142521632156009,0.76,0.0129,0.579,10s,pop
40762,Autumn Nocturne,John Surman,0.3039354162610853,0.313,0.992,0.103,10s,rock
40763,It Will Rain,Bruno Mars,0.6213865290382441,0.576,0.337,0.835,10s,r&b
40764,Any Ol' Barstool,Jason Aldean,0.5955522050508858,0.536,0.312,0.722,10s,pop
40765,Better With The Lights Off,New Boyz Featuring Chris Brown,0.46426396822175187,0.573,0.0521,0.848,10s,pop
40766,Yeh Baby,Garry Sandhu,0.7293091379031824,0.8,0.0113,0.747,10s,edm
40767,Pick It Up,Famous Dex Featuring A$AP Rocky,0.5633058987751789,0.921,0.0149,0.467,10s,pop
40768,Everlasting,Thergothon,0.4030477626406763,0.157,0.00058,0.177,10s,rock
40769,Lights Dim (Ambient),The American Dollar,0.5713540134949859,0.236,0.942,0.272,10s,rock
40770,Eclipse,Kyoto Jazz Massive,0.49706117478450684,0.654,0.0722,0.912,10s,r&b
40771,Nuit blanche,Inigo Montoya,0.6624928030883553,0.475,0.0464,0.763,10s,pop
40772,In My Blood,Shawn Mendes,0.5799985916834768,0.622,0.0573,0.712,10s,pop
40773,Journey to Satchidananda,Alice Coltrane,0.2980826184746275,0.0634,0.756,0.494,10s,rock
40774,Gangsta,New Years Day,0.526557121732395,0.452,0.00248,0.939,10s,latin
40775,Chasing The Sun,The Wanted,0.5306453817573306,0.636,0.242,0.732,10s,pop
40776,Wasting All These Tears,Cassadee Pope,0.645464599478923,0.465,0.0959,0.772,10s,pop
40777,"Sunrise, Sunburn, Sunset",Luke Bryan,0.6625632189145193,0.471,0.193,0.897,10s,latin
40778,My Way,Fetty Wap Featuring Monty,0.5305086922124238,0.748,0.00419,0.741,10s,pop
40779,Swang,Rae Sremmurd,0.57986190213857,0.681,0.2,0.314,10s,pop
40780,Rich As Hell,YoungBoy Never Broke Again,0.638050227194592,0.874,0.0382,0.647,10s,rap
40781,Apparently,J. Cole,0.5549678365358727,0.801,0.564,0.543,10s,r&b
40782,Life After You,Daughtry,0.6380378008723279,0.396,0.0597,0.796,10s,pop
40783,Wiggle,Jason Derulo Featuring Snoop Dogg,0.3394291347551807,0.697,0.0802,0.621,10s,rap
40784,Glass,Thompson Square,0.31464690605286155,0.576,0.299,0.524,10s,pop
40785,Club Can't Handle Me,Flo Rida Featuring David Guetta,0.5300489182886469,0.616,0.0283,0.869,10s,latin
40786,Lust For Life,Lana Del Rey Featuring The Weeknd,0.41413618420780124,0.504,0.604,0.655,10s,r&b
40787,Headbang Gang,Trampa,0.600949371020988,0.649,0.0317,0.942,10s,latin
40788,Idiot Savant,The Queers,0.36274505743031943,0.527,0.00297,0.909,10s,latin
40789,Rebel Proud,The Profane,0.623146924692345,0.394,0.0165,0.962,10s,latin
40790,About The Money,T.I. Featuring Young Thug,0.4224825306619502,0.81,0.0487,0.721,10s,rap
40791,Moves,Big Sean,0.3128285208948609,0.812,0.0433,0.522,10s,rap
40792,Fake Love (feat. Duncan Mighty & WizKid),Starboy,0.4392125025370408,0.873,0.28,0.651,10s,r&b
40793,Apna Time Aayega,Ranveer Singh,0.3937238788350737,0.766,0.0187,0.618,10s,pop
40794,Tu Meri,Vishal-Shekhar,0.5299867866773257,0.679,0.0773,0.688,10s,r&b
40795,Look What God Gave Her,Thomas Rhett,0.468058138619767,0.739,0.0272,0.85,10s,pop
40796,House of Doom,Candlemass,0.4389184129101204,0.211,0.00035,0.916,10s,rock
40797,Shine,BABYMETAL,0.4303980979442721,0.387,0.000599,0.94,10s,r&b
40798,Crazy Legs/Rock Steady (Interlude),Black Thought,0.48114719807143475,0.876,0.331,0.852,10s,latin
40799,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0.5174072064384918,0.666,0.239,0.68,10s,r&b
40800,223's,YNW Melly & 9lokknine,0.39349192081947454,0.932,0.0388,0.547,10s,rap
40801,Parking Lot Party,Lee Brice,0.7112826864051892,0.54,0.00646,0.86,10s,edm
40802,Don't Stop,Glee Cast,0.5130289988940573,0.473,0.038,0.604,10s,pop
40803,Man In The Mirror,Adam Levine & Javier Colon,0.8370784887935284,0.497,0.236,0.797,10s,edm
40804,Give It Up,KC & The Sunshine Band,0.5173326485049063,0.862,0.0192,0.624,10s,r&b
40805,Biggest Alley Oop,Quavo,0.3126504102757401,0.86,0.166,0.408,10s,pop
40806,I Found a New Way - Live from Spotify House Sxsw '16,Twin Peaks,0.6863927629099134,0.253,0.00162,0.911,10s,rock
40807,Crushin' It,Brad Paisley,0.4514482878598973,0.595,0.0385,0.823,10s,pop
40808,Blue World,John Coltrane,0.49879257568665786,0.477,0.732,0.733,10s,r&b
40809,We Run The Night,Havana Brown Featuring Pitbull,0.5261429109902536,0.697,0.00482,0.861,10s,latin
40810,Water,Brad Paisley,0.4040211578847086,0.562,0.00493,0.825,10s,r&b
40811,Cornerstone,Holy Communion Instrumental Duo,0.543340941003964,0.53,0.974,0.103,10s,r&b
40812,Physical,Glee Cast Featuring Olivia Newton-John,0.5128550303823579,0.834,0.0631,0.633,10s,pop
40813,Live Like We're Dying,Kris Allen,0.38111944595171127,0.589,0.0273,0.893,10s,latin
